-0.940878,0.0573522,2.11822
-0.613284,0.0859412,2.12356
-0.133989,0.0808103,2.13868
0.309859,0.0716603,2.09515
0.59157,-0.219052,1.63693
0.185873,-0.1092,1.55542
-0.322272,-0.106446,1.53641
-0.775503,-0.204962,1.39215
-0.5706,-0.353871,1.19422
-0.246301,-0.374907,1.19034
0.116953,-0.393754,1.20222
0.47277,-0.357737,1.23382
0.548328,-0.452557,2.07216
0.165617,-0.428206,2.17984
-0.36185,-0.38583,2.21616
-0.795221,-0.319333,2.31181
-0.628335,-0.423473,2.54742
-0.0841965,-0.435482,2.52287
-0.119668,-0.530789,1.52209
-0.68101,-0.0444296,1.44474
0.647839,-0.0169683,1.59044
